ds,y
2018-05-15,8510.38
2018-05-16,8368.83
2018-05-17,8094.32
2018-05-18,8250.97
2018-05-19,8247.18
2018-05-20,8513.25
2018-05-21,8418.99
2018-05-22,8041.78
2018-05-23,7557.82
2018-05-24,7587.34
2018-05-25,7480.14
2018-05-26,7355.88
2018-05-27,7368.22
2018-05-28,7135.99
2018-05-29,7472.59
2018-05-30,7406.52
2018-05-31,7494.17
2018-06-01,7541.45
2018-06-02,7643.45
2018-06-03,7720.25
2018-06-04,7514.47
2018-06-05,7633.76
2018-06-06,7653.98
2018-06-07,7678.24
2018-06-08,7624.92
2018-06-09,7531.98
2018-06-10,6786.02
2018-06-11,6906.92
2018-06-12,6582.36
2018-06-13,6349.90
2018-06-14,6675.35
2018-06-15,6456.58
2018-06-16,6550.16
2018-06-17,6499.27
2018-06-18,6734.82
2018-06-19,6769.94
2018-06-20,6776.55
2018-06-21,6729.74
2018-06-22,6083.69
2018-06-23,6162.48
2018-06-24,6173.23
2018-06-25,6249.18
2018-06-26,6093.67
2018-06-27,6157.13
2018-06-28,5903.44
2018-06-29,6218.30
2018-06-30,6404.00
2018-07-01,6385.82
2018-07-02,6614.18
2018-07-03,6529.59
2018-07-04,6597.55
2018-07-05,6639.14
2018-07-06,6673.50
2018-07-07,6856.93
2018-07-08,6773.88
2018-07-09,6741.75
2018-07-10,6329.95
2018-07-11,6394.71
2018-07-12,6228.81
2018-07-13,6238.05
2018-07-14,6276.12
2018-07-15,6359.64
2018-07-16,6741.75
2018-07-17,7321.04
2018-07-18,7370.78
2018-07-19,7466.86
2018-07-20,7354.13
2018-07-21,7419.29
2018-07-22,7418.49
2018-07-23,7711.11
2018-07-24,8424.27
2018-07-25,8181.39
2018-07-26,7951.58
2018-07-27,8165.01
2018-07-28,8192.15
2018-07-29,8218.46
2018-07-30,8180.48
2018-07-31,7780.44
2018-08-01,7624.91
2018-08-02,7567.15
2018-08-03,7434.39
2018-08-04,7032.85
2018-08-05,7068.48
2018-08-06,6951.80
2018-08-07,6753.12
2018-08-08,6305.80
2018-08-09,6568.23
2018-08-10,6184.71
2018-08-11,6295.73
2018-08-12,6322.69
2018-08-13,6297.57
2018-08-14,6199.71
2018-08-15,6308.52
2018-08-16,6334.73
2018-08-17,6580.63
2018-08-18,6423.76
2018-08-19,6506.07
2018-08-20,6308.53
2018-08-21,6488.76
2018-08-22,6376.71
2018-08-23,6534.88
2018-08-24,6719.96
2018-08-25,6763.19
2018-08-26,6707.26
2018-08-27,6884.64
2018-08-28,7096.28
2018-08-29,7047.16
2018-08-30,6978.23
2018-08-31,7037.58
2018-09-01,7193.25
2018-09-02,7272.72
2018-09-03,7260.06
2018-09-04,7361.66
2018-09-05,6792.83
2018-09-06,6529.17
2018-09-07,6467.07
2018-09-08,6225.98
2018-09-09,6300.86
2018-09-10,6329.70
2018-09-11,6321.20
2018-09-12,6351.80
2018-09-13,6517.31
2018-09-14,6512.71
2018-09-15,6543.20
2018-09-16,6517.18
2018-09-17,6281.20
2018-09-18,6371.30
2018-09-19,6398.54
2018-09-20,6519.67
2018-09-21,6734.95
2018-09-22,6721.98
2018-09-23,6710.63
2018-09-24,6595.41
2018-09-25,6446.47
2018-09-26,6495.00
2018-09-27,6676.75
2018-09-28,6644.13
2018-09-29,6601.96
2018-09-30,6625.56
2018-10-01,6589.62
2018-10-02,6556.10
2018-10-03,6502.59
2018-10-04,6576.69
2018-10-05,6622.48
2018-10-06,6588.31
2018-10-07,6602.95
2018-10-08,6652.23
2018-10-09,6642.64
2018-10-10,6585.53
2018-10-11,6256.24
2018-10-12,6274.58
2018-10-13,6285.99
2018-10-14,6290.93
2018-10-15,6596.54
2018-10-16,6596.11
2018-10-17,6544.43
2018-10-18,6476.71
2018-10-19,6465.41
2018-10-20,6489.19
2018-10-21,6482.35
2018-10-22,6487.16
2018-10-23,6475.74
2018-10-24,6495.84
2018-10-25,6476.29
2018-10-26,6474.75
2018-10-27,6480.38
2018-10-28,6486.39
2018-10-29,6332.63
2018-10-30,6334.27
2018-10-31,6317.61
2018-11-01,6377.78
2018-11-02,6388.44
2018-11-03,6361.26
2018-11-04,6376.13
2018-11-05,6419.66
2018-11-06,6461.01
2018-11-07,6530.14
2018-11-08,6453.72
2018-11-09,6385.62
2018-11-10,6409.22
2018-11-11,6411.27
2018-11-12,6371.27
2018-11-13,6359.49
2018-11-14,5738.35
2018-11-15,5648.03
2018-11-16,5575.55
2018-11-17,5554.33
2018-11-18,5623.54
2018-11-19,4871.49
2018-11-20,4451.87
2018-11-21,4602.17
2018-11-22,4365.94
2018-11-23,4347.11
2018-11-24,3880.76
2018-11-25,4009.97
2018-11-26,3779.13
2018-11-27,3820.72
2018-11-28,4257.42
2018-11-29,4278.85
2018-11-30,4017.27
2018-12-01,4214.67
2018-12-02,4139.88
2018-12-03,3894.13
2018-12-04,3956.89
2018-12-05,3753.99
2018-12-06,3521.10
2018-12-07,3419.94
2018-12-08,3476.11
2018-12-09,3614.23
2018-12-10,3502.66
2018-12-11,3424.59
2018-12-12,3486.95
2018-12-13,3313.68
2018-12-14,3242.48
2018-12-15,3236.76
2018-12-16,3252.84
2018-12-17,3545.86
2018-12-18,3696.06
2018-12-19,3745.95
2018-12-20,4134.44
2018-12-21,3896.54
2018-12-22,4014.18
2018-12-23,3998.98
2018-12-24,4078.60
2018-12-25,3815.49
2018-12-26,3857.30
2018-12-27,3654.83
2018-12-28,3923.92
2018-12-29,3820.41
2018-12-30,3865.95
2018-12-31,3742.70
2019-01-01,3843.52
2019-01-02,3943.41
2019-01-03,3836.74
2019-01-04,3857.72
2019-01-05,3845.19
2019-01-06,4076.63
2019-01-07,4025.25
2019-01-08,4030.85
2019-01-09,4035.30
2019-01-10,3678.92
2019-01-11,3687.37
2019-01-12,3661.30
2019-01-13,3552.95
2019-01-14,3706.05
2019-01-15,3630.68
2019-01-16,3655.01
2019-01-17,3678.56
2019-01-18,3657.84
2019-01-19,3728.57
2019-01-20,3601.01
2019-01-21,3576.03
2019-01-22,3604.58
2019-01-23,3585.12
2019-01-24,3600.87
2019-01-25,3599.77
2019-01-26,3602.46
2019-01-27,3583.97
2019-01-28,3470.45
2019-01-29,3448.12
2019-01-30,3486.18
2019-01-31,3457.79
2019-02-01,3487.95
2019-02-02,3521.06
2019-02-03,3464.01
2019-02-04,3459.15
2019-02-05,3466.36
2019-02-06,3413.77
2019-02-07,3399.47
2019-02-08,3666.78
2019-02-09,3671.20
2019-02-10,3690.19
2019-02-11,3648.43
2019-02-12,3653.53
2019-02-13,3632.07
2019-02-14,3616.88
2019-02-15,3620.81
2019-02-16,3629.79
2019-02-17,3673.84
2019-02-18,3915.71
2019-02-19,3947.09
2019-02-20,3999.82
2019-02-21,3954.12
2019-02-22,4005.53
2019-02-23,4142.53
2019-02-24,3810.43
2019-02-25,3882.70
2019-02-26,3854.36
2019-02-27,3851.05
2019-02-28,3854.79
2019-03-01,3859.58
2019-03-02,3864.42
2019-03-03,3847.18
2019-03-04,3761.56
2019-03-05,3896.38
2019-03-06,3903.94
2019-03-07,3911.48
2019-03-08,3901.13
2019-03-09,3963.31
2019-03-10,3951.60
2019-03-11,3905.23
2019-03-12,3909.16
2019-03-13,3906.72
2019-03-14,3924.37
2019-03-15,3960.91
2019-03-16,4048.73
2019-03-17,4025.23
2019-03-18,4032.51
2019-03-19,4071.19
2019-03-20,4087.48
2019-03-21,4029.33
2019-03-22,4023.97
2019-03-23,4035.83
2019-03-24,4022.17
2019-03-25,3963.07
2019-03-26,3985.08
2019-03-27,4087.07
2019-03-28,4069.11
2019-03-29,4098.37
2019-03-30,4106.66
2019-03-31,4105.40
2019-04-01,4158.18
2019-04-02,4879.88
2019-04-03,4973.02
2019-04-04,4922.80
2019-04-05,5036.68
2019-04-06,5059.82
2019-04-07,5198.90
2019-04-08,5289.77
2019-04-09,5204.96
2019-04-10,5324.55
2019-04-11,5064.49
2019-04-12,5089.54
2019-04-13,5096.59
2019-04-14,5167.72
2019-04-15,5067.11
2019-04-16,5235.56
2019-04-17,5251.94
2019-04-18,5298.39
2019-04-19,5303.81
2019-04-20,5337.89
2019-04-21,5314.53
2019-04-22,5399.37
2019-04-23,5572.36
2019-04-24,5464.87
2019-04-25,5210.52
2019-04-26,5279.35
2019-04-27,5268.29
2019-04-28,5285.14
2019-04-29,5247.35
2019-04-30,5350.73
2019-05-01,5402.70
2019-05-02,5505.28
2019-05-03,5768.29
2019-05-04,5831.17
2019-05-05,5795.71
2019-05-06,5746.81
2019-05-07,5829.50
2019-05-08,5982.46
2019-05-09,6174.53
2019-05-10,6378.85
2019-05-11,7204.77
2019-05-12,6972.37
2019-05-13,7814.92
2019-05-14,7994.42
2019-05-15,8205.17
2019-05-16,7884.91
2019-05-17,7343.90
2019-05-18,7271.21
2019-05-19,8197.69
2019-05-20,7978.31
2019-05-21,7963.33
2019-05-22,7680.07
2019-05-23,7881.85
2019-05-24,7987.37
2019-05-25,8052.54
2019-05-26,8673.22
2019-05-27,8805.78
2019-05-28,8719.96
2019-05-29,8659.49
2019-05-30,8319.47
2019-05-31,8574.50
2019-06-01,8564.02
2019-06-02,8742.96
2019-06-03,8209.00
2019-06-04,7707.77
2019-06-05,7824.23
2019-06-06,7822.02
2019-06-07,8043.95
2019-06-08,7954.13
2019-06-09,7688.08
2019-06-10,8000.33
2019-06-11,7927.71
2019-06-12,8145.86
2019-06-13,8230.92
2019-06-14,8693.83
2019-06-15,8838.38
2019-06-16,8994.49
2019-06-17,9320.35
2019-06-18,9081.76
2019-06-19,9273.52
2019-06-20,9527.16
2019-06-21,10144.56
2019-06-22,10701.69
2019-06-23,10855.37
2019-06-24,11011.10
2019-06-25,11790.92
2019-06-26,13016.23
2019-06-27,11182.81
2019-06-28,12407.33
2019-06-29,11959.37
2019-06-30,10817.16
2019-07-01,10583.13
2019-07-02,10801.68
2019-07-03,11961.27
2019-07-04,11215.44
2019-07-05,10978.46
2019-07-06,11208.55
2019-07-07,11450.85
2019-07-08,12285.96
2019-07-09,12573.81
2019-07-10,12156.51
2019-07-11,11358.66
2019-07-12,11815.99
2019-07-13,11392.38
2019-07-14,10256.06
2019-07-15,10895.09
2019-07-16,9477.64
2019-07-17,9693.80
2019-07-18,10666.48
2019-07-19,10530.73
2019-07-20,10767.14
2019-07-21,10599.11
2019-07-22,10343.11
2019-07-23,9900.77
2019-07-24,9811.93
2019-07-25,9911.84
2019-07-26,9870.30
2019-07-27,9477.68
2019-07-28,9552.86
2019-07-29,9519.15
2019-07-30,9607.42
2019-07-31,10085.63
2019-08-01,10399.67
2019-08-02,10518.17
2019-08-03,10821.73
2019-08-04,10970.18
2019-08-05,11805.65
2019-08-06,11478.17
2019-08-07,11941.97
2019-08-08,11966.41
2019-08-09,11862.94
2019-08-10,11354.02
2019-08-11,11523.58
2019-08-12,11382.62
2019-08-13,10895.83
2019-08-14,10051.70
2019-08-15,10311.55
2019-08-16,10374.34
2019-08-17,10231.74
2019-08-18,10345.81
2019-08-19,10916.05
2019-08-20,10763.23
2019-08-21,10138.05
2019-08-22,10131.06
2019-08-23,10407.96
2019-08-24,10159.96
2019-08-25,10138.52
2019-08-26,10370.82
2019-08-27,10185.50
2019-08-28,9754.42
2019-08-29,9510.20
2019-08-30,9598.17
2019-08-31,9630.66
2019-09-01,9757.97
2019-09-02,10346.76
2019-09-03,10623.54
2019-09-04,10594.49
2019-09-05,10575.53
2019-09-06,10353.30
2019-09-07,10517.25
2019-09-08,10441.28
2019-09-09,10334.97
2019-09-10,10115.98
2019-09-11,10178.37
2019-09-12,10410.13
2019-09-13,10360.55
2019-09-14,10358.05
2019-09-15,10347.71
2019-09-16,10276.79
2019-09-17,10241.27
2019-09-18,10198.25
2019-09-19,10266.42
2019-09-20,10181.64
2019-09-21,10019.72
2019-09-22,10070.39
2019-09-23,9729.32
2019-09-24,8620.57
2019-09-25,8486.99
2019-09-26,8118.97
2019-09-27,8251.85
2019-09-28,8245.92
2019-09-29,8104.19
2019-09-30,8293.87
2019-10-01,8343.28
2019-10-02,8393.04
2019-10-03,8259.99
2019-10-04,8205.94
2019-10-05,8151.50
2019-10-06,7988.16
2019-10-07,8245.62
2019-10-08,8228.78
2019-10-09,8595.74
2019-10-10,8586.47
2019-10-11,8321.76
2019-10-12,8336.56
2019-10-13,8321.01
2019-10-14,8374.69
2019-10-15,8205.37
2019-10-16,8047.53
2019-10-17,8103.91
2019-10-18,7973.21
2019-10-19,7988.56
2019-10-20,8222.08
2019-10-21,8243.72
2019-10-22,8078.20
2019-10-23,7514.67
2019-10-24,7493.49
2019-10-25,8660.70
2019-10-26,9244.97
2019-10-27,9551.71
2019-10-28,9256.15
2019-10-29,9427.69
2019-10-30,9205.73
2019-10-31,9199.58
2019-11-01,9261.10
2019-11-02,9324.72
2019-11-03,9235.35
2019-11-04,9412.61
2019-11-05,9342.53
2019-11-06,9360.88
2019-11-07,9267.56
2019-11-08,8804.88
2019-11-09,8813.58
2019-11-10,9055.53
2019-11-11,8757.79
2019-11-12,8815.66
2019-11-13,8808.26
2019-11-14,8708.09
2019-11-15,8491.99
2019-11-16,8550.76
2019-11-17,8577.98
2019-11-18,8309.29
2019-11-19,8206.15
2019-11-20,8027.27
2019-11-21,7642.75
2019-11-22,7296.58
2019-11-23,7397.80
2019-11-24,7047.92
2019-11-25,7146.13
2019-11-26,7218.37
2019-11-27,7531.66
2019-11-28,7463.11
2019-11-29,7761.24
2019-11-30,7569.63
2019-12-01,7424.29
2019-12-02,7321.99
2019-12-03,7320.15
2019-12-04,7252.03
2019-12-05,7448.31
2019-12-06,7547.00
2019-12-07,7556.24
2019-12-08,7564.35
2019-12-09,7400.90
2019-12-10,7278.12
2019-12-11,7217.43
2019-12-12,7243.13
2019-12-13,7269.68
2019-12-14,7124.67
2019-12-15,7152.30
2019-12-16,6932.48
2019-12-17,6640.52
2019-12-18,7276.80
2019-12-19,7202.84
2019-12-20,7218.82
2019-12-21,7191.16
2019-12-22,7511.59
2019-12-23,7355.63
2019-12-24,7322.53
2019-12-25,7275.16
2019-12-26,7238.97
2019-12-27,7290.09
2019-12-28,7317.99
2019-12-29,7422.65
2019-12-30,7293.00
2019-12-31,7193.60
2020-01-01,7200.17
2020-01-02,6985.47
2020-01-03,7344.88
2020-01-04,7410.66
2020-01-05,7411.32
2020-01-06,7769.22
2020-01-07,8163.69
2020-01-08,8079.86
2020-01-09,7879.07
2020-01-10,8166.55
2020-01-11,8037.54
2020-01-12,8192.49
2020-01-13,8144.19
2020-01-14,8827.76
2020-01-15,8807.01
2020-01-16,8723.79
2020-01-17,8929.04
2020-01-18,8942.81
2020-01-19,8706.25
2020-01-20,8657.64
2020-01-21,8745.89
2020-01-22,8680.88
2020-01-23,8406.52
2020-01-24,8445.43
2020-01-25,8367.85
2020-01-26,8596.83
2020-01-27,8909.82
2020-01-28,9358.59
2020-01-29,9316.63
2020-01-30,9508.99
2020-01-31,9350.53
2020-02-01,9392.88
2020-02-02,9344.37
2020-02-03,9293.52
2020-02-04,9180.96
2020-02-05,9613.42
2020-02-06,9729.80
2020-02-07,9795.94
2020-02-08,9865.12
2020-02-09,10116.67
2020-02-10,9856.61
2020-02-11,10208.24
2020-02-12,10326.05
2020-02-13,10214.38
2020-02-14,10312.12
2020-02-15,9889.42
2020-02-16,9934.43
2020-02-17,9690.14
2020-02-18,10142.00
2020-02-19,9633.39
2020-02-20,9608.48
2020-02-21,9686.44
2020-02-22,9663.18
2020-02-23,9924.52
2020-02-24,9650.17
2020-02-25,9341.71
2020-02-26,8820.52
2020-02-27,8784.49
2020-02-28,8672.46
2020-02-29,8599.51
2020-03-01,8562.45
2020-03-02,8869.67
2020-03-03,8787.79
2020-03-04,8755.25
2020-03-05,9078.76
2020-03-06,9122.55
2020-03-07,8909.95
2020-03-08,8108.12
2020-03-09,7923.64
2020-03-10,7909.73
2020-03-11,7911.43
2020-03-12,4970.79
2020-03-13,5563.71
2020-03-14,5200.37
2020-03-15,5392.31
2020-03-16,5014.48
2020-03-17,5225.63
2020-03-18,5238.44
2020-03-19,6191.19
2020-03-20,6198.78
2020-03-21,6185.07
2020-03-22,5830.25
2020-03-23,6416.31
2020-03-24,6734.80
2020-03-25,6681.06
2020-03-26,6716.44
2020-03-27,6469.80
2020-03-28,6242.19
2020-03-29,5922.04
2020-03-30,6429.84
2020-03-31,6438.64
2020-04-01,6606.78
2020-04-02,6793.62
2020-04-03,6733.39
2020-04-04,6867.53
2020-04-05,6791.13
2020-04-06,7271.78
2020-04-07,7176.41
2020-04-08,7334.10
2020-04-09,7302.09
2020-04-10,6865.49
2020-04-11,6859.08
2020-04-12,6971.09
2020-04-13,6845.04
2020-04-14,6842.43
2020-04-15,6642.11
2020-04-16,7116.80
2020-04-17,7096.18
2020-04-18,7257.67
2020-04-19,7189.42
2020-04-20,6881.96
2020-04-21,6880.32
2020-04-22,7117.21
2020-04-23,7429.72
2020-04-24,7550.90
2020-04-25,7569.94
2020-04-26,7679.87
2020-04-27,7795.60
2020-04-28,7807.06
2020-04-29,8801.04
2020-04-30,8658.55
2020-05-01,8864.77
2020-05-02,8988.60
2020-05-03,8897.47
2020-05-04,8912.65
2020-05-05,9003.07
2020-05-06,9268.76
2020-05-07,9951.52
2020-05-08,9842.67
2020-05-09,9593.90
2020-05-10,8756.43
2020-05-11,8601.80
2020-05-12,8804.48
2020-05-13,9269.99
2020-05-14,9733.72
2020-05-15,9328.20
2020-05-16,9377.01
2020-05-17,9670.74
2020-05-18,9726.58
2020-05-19,9729.04
2020-05-20,9522.98
2020-05-21,9081.76
2020-05-22,9182.58
2020-05-23,9209.29
2020-05-24,8790.37
2020-05-25,8906.93
2020-05-26,8835.05
2020-05-27,9181.02
2020-05-28,9525.75
2020-05-29,9439.12
2020-05-30,9700.41
2020-05-31,9461.06
2020-06-01,10167.27
2020-06-02,9529.80
2020-06-03,9656.72
2020-06-04,9800.64
2020-06-05,9665.53
2020-06-06,9653.68
2020-06-07,9758.85
2020-06-08,9771.49
2020-06-09,9795.70
2020-06-10,9870.09
2020-06-11,9321.78
2020-06-12,9480.84
2020-06-13,9475.28
2020-06-14,9386.79
2020-06-15,9450.70
2020-06-16,9538.02
2020-06-17,9480.25
2020-06-18,9411.84
2020-06-19,9288.02
2020-06-20,9332.34
2020-06-21,9303.63
2020-06-22,9648.72
2020-06-23,9629.66
2020-06-24,9313.61
2020-06-25,9264.81
2020-06-26,9162.92
2020-06-27,9045.39
2020-06-28,9143.58
2020-06-29,9190.85
2020-06-30,9137.99
2020-07-01,9228.33
2020-07-02,9123.41
2020-07-03,9087.30
2020-07-04,9132.49
2020-07-05,9073.94
2020-07-06,9375.47
2020-07-07,9252.28
2020-07-08,9428.33
2020-07-09,9277.97
2020-07-10,9278.81
2020-07-11,9240.35
2020-07-12,9276.50
2020-07-13,9243.61
2020-07-14,9243.21
2020-07-15,9192.84
2020-07-16,9132.23
2020-07-17,9151.39
2020-07-18,9159.04
2020-07-19,9185.82
2020-07-20,9164.23
2020-07-21,9374.89
2020-07-22,9525.36
2020-07-23,9581.07
2020-07-24,9536.89
2020-07-25,9677.11
2020-07-26,9905.17
2020-07-27,10990.87
2020-07-28,10912.82
2020-07-29,11100.47
2020-07-30,11111.21
2020-07-31,11323.47
2020-08-01,11759.59
2020-08-02,11053.61
2020-08-03,11246.35
2020-08-04,11205.89
2020-08-05,11747.02
2020-08-06,11779.77
2020-08-07,11601.47
2020-08-08,11754.05
2020-08-09,11675.74
2020-08-10,11878.11
2020-08-11,11410.53
2020-08-12,11584.93
2020-08-13,11784.14
2020-08-14,11768.87
2020-08-15,11865.70
2020-08-16,11892.80
2020-08-17,12254.40
2020-08-18,11991.23
2020-08-19,11758.28
2020-08-20,11878.37
2020-08-21,11592.49
2020-08-22,11681.83
2020-08-23,11664.85
2020-08-24,11774.60
2020-08-25,11366.13
2020-08-26,11488.36
2020-08-27,11323.40
2020-08-28,11542.50
2020-08-29,11506.87
2020-08-30,11711.51
2020-08-31,11680.82
2020-09-01,11970.48
2020-09-02,11414.03
2020-09-03,10245.30
2020-09-04,10511.81
2020-09-05,10169.57
2020-09-06,10280.35
2020-09-07,10369.56
2020-09-08,10131.52
2020-09-09,10242.35
2020-09-10,10363.14
2020-09-11,10400.92
2020-09-12,10442.17
2020-09-13,10323.76
2020-09-14,10680.84
2020-09-15,10796.95
2020-09-16,10974.91
2020-09-17,10948.99
2020-09-18,10944.59
2020-09-19,11094.35
2020-09-20,10938.27
2020-09-21,10462.26
2020-09-22,10538.46
2020-09-23,10246.19
2020-09-24,10760.07
2020-09-25,10692.72
2020-09-26,10750.72
2020-09-27,10775.27
2020-09-28,10709.65
2020-09-29,10844.64
2020-09-30,10784.49
2020-10-01,10619.45
2020-10-02,10575.97
2020-10-03,10549.33
2020-10-04,10669.58
2020-10-05,10793.34
2020-10-06,10604.41
2020-10-07,10668.97
2020-10-08,10915.69
2020-10-09,11064.46
2020-10-10,11296.36
2020-10-11,11384.18
2020-10-12,11555.36
2020-10-13,11425.90
2020-10-14,11429.51
2020-10-15,11495.35
2020-10-16,11322.12
2020-10-17,11358.10
2020-10-18,11483.36
2020-10-19,11742.04
2020-10-20,11916.33
2020-10-21,12823.69
2020-10-22,12965.89
2020-10-23,12931.54
2020-10-24,13108.06
2020-10-25,13031.17
2020-10-26,13075.25
2020-10-27,13654.22
2020-10-28,13271.29
2020-10-29,13437.88
2020-10-30,13546.52
2020-10-31,13781.00
2020-11-01,13737.11
2020-11-02,13550.49
2020-11-03,13950.30
2020-11-04,14133.71
2020-11-05,15579.85
2020-11-06,15565.88
2020-11-07,14833.75
2020-11-08,15479.57
2020-11-09,15332.32
2020-11-10,15290.90
2020-11-11,15701.34
2020-11-12,16276.34
2020-11-13,16317.81
2020-11-14,16068.14
2020-11-15,15955.59
2020-11-16,16716.11
2020-11-17,17645.41
2020-11-18,17804.01
2020-11-19,17817.09
2020-11-20,18621.31
2020-11-21,18642.23
2020-11-22,18370.00
2020-11-23,18364.12
2020-11-24,19107.46
2020-11-25,18732.12
2020-11-26,17150.62
2020-11-27,17108.40
2020-11-28,17717.41
2020-11-29,18177.48
2020-11-30,19625.84
2020-12-01,18803.00
2020-12-02,19201.09
2020-12-03,19445.40
2020-12-04,18699.77
2020-12-05,19154.23
2020-12-06,19345.12
2020-12-07,19191.63
2020-12-08,18321.14
2020-12-09,18553.92
2020-12-10,18264.99
2020-12-11,18058.90
2020-12-12,18803.66
2020-12-13,19142.38
2020-12-14,19246.64
2020-12-15,19417.08
2020-12-16,21310.60
2020-12-17,22805.16
2020-12-18,23137.96
2020-12-19,23869.83
2020-12-20,23477.29
2020-12-21,22803.08
2020-12-22,23783.03
2020-12-23,23241.35
2020-12-24,23735.95
2020-12-25,24664.79
2020-12-26,26437.04
2020-12-27,26272.29
2020-12-28,27084.81
2020-12-29,27362.44
